state,cluster,corr,members,window
MO,9,0.6524240509165092,"['Mouth Breathing', 'Delirium']",2010-03
MS,16,0.7315688175433369,"['Vertigo', 'Dyslexia']",2010-03
MT,2,0.6475698215071503,"['Weight Loss', 'Flushing', 'Tetany', 'Feminization', 'Morning Sickness']",2010-03
NC,11,0.6680214943421668,"['Heartburn', 'Renal Colic', 'Tetany', 'Sneezing']",2010-03
ND,2,0.7951555347135574,"['Jaundice', 'Catatonia', 'Hyperventilation', 'Tetany', 'Fatigue', 'Gagging']",2010-03
NE,9,0.6001310815569921,"['Flushing', 'Hypoventilation', 'Coprophagia', 'Paresthesia', 'Hiccup']",2010-03
NH,12,0.7527455199573669,"['Dyslexia', 'Dystonia']",2010-03
NJ,9,0.7400723646249836,"['Stupor', 'Hiccup', 'Agraphia', 'Muscular Atrophy']",2010-03
NM,15,0.6573462797008786,"['Halitosis', 'Anisocoria', 'Constipation', 'Diarrhea']",2010-03
NV,20,0.6645665946160131,"['Pallor', 'Arthralgia']",2010-03
NY,20,0.6978571010157786,"['Dyskinesias', 'Muscle Weakness']",2010-03
OH,10,0.6432589761310618,"['Fatigue', 'Phantom Limb', 'Confusion']",2010-03
OK,20,0.7012464189524045,"['Weight Loss', 'Anomia', 'Constipation']",2010-03
OR,5,0.6156928264823228,"['Nocturia', 'Tremor', 'Dyslexia', 'Illusions', 'Hyperemesis Gravidarum']",2010-03
PA,24,0.6693905378072346,"['Aphasia', 'Hearing Loss']",2010-03
RI,13,0.7934572268236759,"['Paresthesia', 'Purpura']",2010-03
SC,12,0.8068063441607108,"['Flushing', 'Diarrhea']",2010-03
SD,1,0.6704624075968776,"['Torticollis', 'Chills', 'Flatulence']",2010-03
TN,20,0.6779890565399269,"['Fasciculation', 'Gagging', 'Presbycusis', 'Anisocoria', 'Morning Sickness']",2010-03
TX,17,0.6238742527188712,"['Facial Paralysis', 'Neuralgia', 'Hyperphagia']",2010-03
UT,5,0.6700286667300632,"['Feminization', 'Overweight']",2010-03
VA,22,0.6372737606688865,"['Confusion', 'Pseudophakia']",2010-03
VT,9,0.7410514492729862,"['Neuralgia', 'Obesity', 'Bulimia', 'Pallor']",2010-03
WA,2,0.7723167151435962,"['Alien Hand Syndrome', 'Coma', 'Pruritus']",2010-03
WI,7,0.6012044744467302,"['Ataxia', 'Dysmenorrhea', 'Tinea Pedis']",2010-03
WV,10,0.7749703640015366,"['Sarcopenia', 'Hearing Loss', 'Labor Pain', 'Hemoptysis']",2010-03
WY,14,0.6733475042327687,"['Low Back Pain', 'Weight Gain', 'Dizziness']",2010-03
AK,6,0.635383614247659,"['Overweight', 'Paresthesia', 'Cyanosis']",2010-04
AL,9,0.6212162492279729,"['Shoulder Pain', 'Hearing Loss', 'Tics']",2010-04
AR,2,0.6283438069284965,"['Encopresis', 'Paresthesia', 'Stuttering', 'Back Pain', 'Cachexia', 'Spasm', 'Diarrhea']",2010-04
AZ,2,0.6597205678381862,"['Paralysis', 'Hemiplegia', 'Halitosis', 'Prosopagnosia']",2010-04
CA,10,0.7022031236108345,"['Dyskinesias', 'Hydrops Fetalis']",2010-04
CO,3,0.6416059680117234,"['Pain', 'Asthenia', 'Metatarsalgia', 'Eye Pain']",2010-04
CT,14,0.733879165353576,"['Intermittent Claudication', 'Dysarthria', 'Feminization', 'Hemoglobinuria']",2010-04
DC,11,0.599318078995085,"['Cough', 'Heartburn', 'Weight Gain']",2010-04
DE,13,0.7663273063706955,"['Diplopia', 'Pruritus']",2010-04
FL,14,0.692351433726317,"['Athetosis', 'Presbycusis', 'Encopresis']",2010-04
GA,9,0.6489173627089962,"['Weight Loss', 'Renal Colic', 'Pain', 'Back Pain', 'Ecchymosis', 'Torticollis', 'Weight Gain', 'Body Weight']",2010-04
HI,9,0.8358572096527379,"['Seizures', 'Chorea']",2010-04
IA,4,0.8041846504145761,"['Lethargy', 'Mutism', 'Confusion']",2010-04
ID,15,0.6829423884133518,"['Sleep Deprivation', 'Polyuria', 'Hearing Loss']",2010-04
IL,10,0.6511111295993718,"['Hiccup', 'Anisocoria', 'Tinea Pedis']",2010-04
IN,2,0.615312296189711,"['Flushing', 'Catatonia', 'Catalepsy', 'Abdominal Pain', 'Athetosis', 'Quadriplegia', 'Amaurosis Fugax', 'Toothache']",2010-04
KS,5,0.6880812995174795,"['Syncope', 'Morning Sickness']",2010-04
KY,4,0.6274693398914456,"['Low Back Pain', 'Earache', 'Torticollis', 'Dysphonia', 'Diarrhea']",2010-04
LA,5,0.6417697057022146,"['Overweight', 'Hyperemesis Gravidarum', 'Muscle Cramp']",2010-04
MA,6,0.6636925027787552,"['Myoclonus', 'Coprophagia']",2010-04
MD,12,0.7164198399835893,"['Asthenia', 'Overweight']",2010-04
ME,2,0.742553251585543,"['Apnea', 'Nausea']",2010-04
MI,16,0.6178770043244787,"['Pseudophakia', 'Amblyopia', 'Snoring', 'Purpura']",2010-04
MN,15,0.6752522569155822,"['Nocturia', 'Eye Pain']",2010-04
MO,11,0.6492755591306244,"['Thinness', 'Neuralgia', 'Emaciation', 'Catatonia', 'Back Pain', 'Facial Pain', 'Hiccup', 'Motion Sickness']",2010-04
MS,11,0.6477634160539338,"['Heartburn', 'Dysarthria', 'Pain', 'Myoclonus', 'Colic']",2010-04
MT,2,0.7976151247208841,"['Encopresis', 'Purpura']",2010-04
NC,23,0.7469916241394183,"['Heartburn', 'Renal Colic', 'Sneezing']",2010-04
ND,14,0.6979719951543233,"['Heartburn', 'Dizziness']",2010-04
NE,3,0.6723069506461161,"['Neck Pain', 'Back Pain']",2010-04
NH,12,0.650590739351097,"['Deafness', 'Dyspnea', 'Ecchymosis', 'Metatarsalgia', 'Polyuria', 'Diplopia']",2010-04
NJ,6,0.6282555750775619,"['Pain', 'Renal Colic', 'Spasm', 'Pseudophakia', 'Coma', 'Hoarseness', 'Headache', 'Facial Pain', 'Polyuria']",2010-04
NM,3,0.6199852361116989,"['Flatulence', 'Coprophagia', 'Aphasia', 'Pelvic Pain', 'Agnosia', 'Motion Sickness', 'Cough', 'Diplopia']",2010-04
NV,4,0.6552912625103174,"['Seizures', 'Ataxia', 'Diarrhea']",2010-04
NY,14,0.8231272760829277,"['Photophobia', 'Paraplegia']",2010-04
OH,12,0.7057098508625954,"['Torticollis', 'Bulimia']",2010-04
OK,1,0.6261162869225899,"['Earache', 'Hypothermia', 'Chest Pain', 'Tinnitus', 'Eye Pain']",2010-04
OR,22,0.6703553369069639,"['Cerebellar Ataxia', 'Neuralgia', 'Encopresis']",2010-04
PA,13,0.6143030873263529,"['Snoring', 'Hypoventilation']",2010-04
RI,19,0.7698090255209089,"['Paresthesia', 'Purpura']",2010-04
SC,7,0.6653918882695367,"['Renal Colic', 'Neuralgia', 'Coprophagia', 'Pruritus']",2010-04
SD,18,0.6035163787388066,"['Anorexia', 'Chest Pain', 'Purpura']",2010-04
TN,12,0.659849795329387,"['Dysuria', 'Hemoptysis', 'Flank Pain']",2010-04
TX,24,0.6814007186493349,"['Labor Pain', 'Hypergammaglobulinemia']",2010-04
UT,15,0.6381467050514076,"['Illusions', 'Hypothermia', 'Trismus', 'Arthralgia', 'Seizures']",2010-04
VA,24,0.7032831520125485,"['Confusion', 'Pseudophakia']",2010-04
VT,11,0.7328376435621528,"['Neuralgia', 'Obesity', 'Bulimia', 'Pallor']",2010-04
WA,15,0.6430055795144757,"['Vomiting', 'Paraparesis', 'Dyslexia', 'Cyanosis']",2010-04
WI,23,0.6504528350300961,"['Coma', 'Catatonia', 'Earache', 'Headache', 'Confusion', 'Livedo Reticularis']",2010-04
WV,3,0.6923913838836806,"['Sarcopenia', 'Hearing Loss', 'Labor Pain', 'Hemoptysis']",2010-04
WY,2,0.6047841741805039,"['Blindness', 'Hallucinations', 'Cyanosis']",2010-04
AK,14,0.6655974973826938,"['Obesity', 'Apnea', 'Weight Loss']",2010-05
AL,9,0.7073655643344523,"['Dysmenorrhea', 'Hypercapnia', 'Edema']",2010-05
AR,21,0.665359228917784,"['Flatulence', 'Paresis', 'Agnosia', 'Hemiplegia', 'Body Weight']",2010-05
AZ,15,0.6740029996967747,"['Mental Retardation', 'Heartburn']",2010-05
CA,9,0.6745897086495379,"['Korsakoff Syndrome', 'Paresthesia', 'Fetal Weight']",2010-05
CO,18,0.6135104556093495,"['Alien Hand Syndrome', 'Stupor', 'Hot Flashes', 'Pruritus']",2010-05
CT,7,0.6708672758910736,"['Cachexia', 'Halitosis']",2010-05
DC,13,0.6590210349681648,"['Flushing', 'Hot Flashes', 'Motion Sickness', 'Myotonia']",2010-05
DE,3,0.8024898800809921,"['Diplopia', 'Pruritus']",2010-05
FL,9,0.8234849080618447,"['Anomia', 'Reticulocytosis']",2010-05
GA,19,0.6601502552757719,"['Sarcopenia', 'Ataxia', 'Motion Sickness', 'Psychomotor Agitation']",2010-05
HI,6,0.6207947230926745,"['Hirsutism', 'Tetany', 'Dyspepsia', 'Overweight', 'Hemiplegia']",2010-05
IA,11,0.6271642693790739,"['Lethargy', 'Syncope', 'Confusion', 'Paresthesia']",2010-05
ID,2,0.7198348468056197,"['Sneezing', 'Hypoventilation']",2010-05
IL,26,0.7696508174770843,"['Dysuria', 'Vocal Cord Paralysis']",2010-05
IN,2,0.6678513142907653,"['Cerebellar Ataxia', 'Proteinuria']",2010-05
KS,13,0.6047343856210878,"['Hirsutism', 'Trismus', 'Vomiting', 'Hearing Loss', 'Polyuria']",2010-05
KY,12,0.745117454262788,"['Sleep Disorders', 'Flatulence', 'Angina Pectoris', 'Trismus', 'Ataxia', 'Diplopia']",2010-05
LA,6,0.7734646734629241,"['Cachexia', 'Tics']",2010-05
MA,18,0.6282610653784554,"['Toothache', 'Communication Disorders']",2010-05
MD,19,0.7761608649719429,"['Acute Coronary Syndrome', 'Sciatica', 'Spasm']",2010-05
ME,10,0.6834853708405947,"['Deafness', 'Coma', 'Obesity', 'Dysphonia']",2010-05
MI,7,0.6540255243111942,"['Nocturia', 'Sarcopenia']",2010-05
MN,19,0.630318831851418,"['Amnesia', 'Quadriplegia', 'Delirium', 'Hearing Loss', 'Sleep Deprivation', 'Anorexia', 'Bulimia']",2010-05
MO,4,0.6191711104021248,"['Birth Weight', 'Hypothermia', 'Torticollis', 'Purpura Fulminans', 'Livedo Reticularis', 'Tinnitus']",2010-05
MS,3,0.6990832690933716,"['Neuralgia', 'Sciatica', 'Muscle Weakness', 'Purpura']",2010-05
MT,7,0.6978557218593879,"['Paralysis', 'Chorea']",2010-05
NC,7,0.7832076537075321,"['Ataxia', 'Catalepsy']",2010-05
ND,12,0.6682418632232853,"['Fatigue', 'Nausea']",2010-05
NE,2,0.6673740585581333,"['Toothache', 'Constipation']",2010-05
NH,12,0.6314279797124501,"['Anisocoria', 'Coma', 'Cough']",2010-05
NJ,12,0.6647775847159625,"['Shoulder Pain', 'Snoring', 'Albuminuria', 'Hypothermia', 'Pelvic Pain']",2010-05
NM,19,0.6989315251896006,"['Lethargy', 'Chorea', 'Obesity', 'Bulimia', 'Neck Pain']",2010-05
NV,7,0.6824228535860191,"['Deafness', 'Hallucinations']",2010-05
NY,8,0.7266419937201829,"['Dyskinesias', 'Mental Fatigue']",2010-05
OH,7,0.5645893951239026,"['Hirsutism', 'Hoarseness', 'Ageusia', 'Cachexia', 'Agraphia']",2010-05
OK,1,0.6308272817298329,"['Heartburn', 'Chills', 'Flank Pain']",2010-05
OR,19,0.6762106809900487,"['Pallor', 'Cachexia']",2010-05
PA,12,0.6694773943982237,"['Hirsutism', 'Hypocapnia', 'Jaundice', 'Angina Pectoris', 'Halitosis']",2010-05
RI,5,0.6437967626490272,"['Birth Weight', 'Tetany', 'Snoring', 'Earache']",2010-05
SC,20,0.6955431556022219,"['Dyspnea', 'Back Pain']",2010-05
SD,18,0.7751603722972142,"['Low Back Pain', 'Paralysis']",2010-05
TN,16,0.6023883874337658,"['Phantom Limb', 'Hemianopsia']",2010-05
TX,2,0.6626638669233992,"['Flushing', 'Paraplegia', 'Pruritus', 'Facial Pain', 'Agraphia']",2010-05
UT,15,0.6576038091254737,"['Asthenia', 'Feminization', 'Dystonia', 'Diarrhea']",2010-05
VA,6,0.5740885284956633,"['Paresis', 'Stuttering', 'Amaurosis Fugax', 'Metatarsalgia', 'Dyspepsia', 'Hemoptysis']",2010-05
VT,9,0.6255817971070154,"['Obesity', 'Neuralgia', 'Bulimia']",2010-05
WA,11,0.6441068962234356,"['Sweating Sickness', 'Ecchymosis', 'Hemoptysis', 'Morning Sickness']",2010-05
WI,3,0.6960492241050545,"['Jaundice', 'Hypercapnia', 'Encopresis', 'Fatigue']",2010-05
WV,10,0.7291752962984973,"['Hot Flashes', 'Snoring']",2010-05
WY,11,0.7293949156305366,"['Dyspepsia', 'Hearing Loss']",2010-05
AK,3,0.6811110765929886,"['Hiccup', 'Heartburn']",2010-06
AL,6,0.7518282215762672,"['Hypocapnia', 'Tetany']",2010-06
AR,21,0.627009170113989,"['Asthenia', 'Dyslexia', 'Chest Pain', 'Metatarsalgia', 'Dyspepsia']",2010-06
AZ,22,0.7349723239008124,"['Asthenia', 'Dysphonia', 'Chorea']",2010-06
CA,22,0.6529146788476052,"['Sweating Sickness', 'Pelvic Pain']",2010-06
CO,18,0.7287386676680649,"['Hemianopsia', 'Stupor']",2010-06
CT,3,0.7175344005076033,"['Echolalia', 'Muscle Cramp', 'Paresthesia']",2010-06
DC,15,0.6441943293812666,"['Flushing', 'Edema', 'Hot Flashes', 'Motion Sickness', 'Myotonia']",2010-06
DE,15,0.6704180327578934,"['Vertigo', 'Gagging', 'Polyuria']",2010-06
FL,8,0.6373403536677434,"['Presbycusis', 'Necrolytic Migratory Erythema']",2010-06
GA,16,0.6455100251289217,"['Catalepsy', 'Purpura Fulminans', 'Amblyopia']",2010-06
HI,15,0.6281844783965257,"['Weight Loss', 'Shoulder Pain', 'Hallucinations', 'Pruritus', 'Oliguria']",2010-06
IA,2,0.6432826252239675,"['Weight Loss', 'Mutism', 'Hoarseness', 'Sarcopenia', 'Hemiplegia', 'Body Weight']",2010-06
ID,2,0.74270766662111,"['Photophobia', 'Encopresis', 'Miosis']",2010-06
IL,20,0.5926476026518399,"['Renal Colic', 'Sciatica', 'Flushing', 'Tremor', 'Photophobia', 'Hyperoxia', 'Sweating Sickness']",2010-06
IN,5,0.6697819838532335,"['Hyperesthesia', 'Renal Colic', 'Eructation', 'Feminization']",2010-06
KS,19,0.6730699097358124,"['Catatonia', 'Presbycusis']",2010-06
KY,1,0.6652527791457202,"['Renal Colic', 'Paraplegia', 'Dysgeusia', 'Nausea', 'Polyuria', 'Spasm']",2010-06
LA,19,0.6602908719660076,"['Sleep Disorders', 'Pelvic Pain', 'Anisocoria']",2010-06
MA,17,0.7037800954861179,"['Lethargy', 'Toothache', 'Amblyopia']",2010-06
MD,18,0.6291879379633355,"['Pain', 'Athetosis', 'Proteinuria', 'Myoclonus', 'Sarcopenia', 'Hearing Loss', 'Metatarsalgia', 'Muscle Cramp']",2010-06
ME,3,0.7429552760392065,"['Asthenia', 'Photophobia']",2010-06
MI,1,0.6524562804153825,"['Emaciation', 'Paraparesis', 'Cerebellar Ataxia', 'Stupor', 'Hyperemesis Gravidarum', 'Neck Pain', 'Morning Sickness']",2010-06
MN,4,0.6725627062071301,"['Trismus', 'Deafness', 'Ataxia']",2010-06
MO,19,0.6396627529948118,"['Sleep Deprivation', 'Hemoptysis']",2010-06
MS,14,0.6684877657195377,"['Tremor', 'Pelvic Pain', 'Agnosia']",2010-06
MT,8,0.7608364323407555,"['Tetany', 'Flushing', 'Feminization', 'Morning Sickness']",2010-06
NC,19,0.5893516969801842,"['Hallucinations', 'Acute Coronary Syndrome', 'Facial Pain', 'Dysgeusia', 'Spasm']",2010-06
ND,13,0.7064068601604837,"['Gastroparesis', 'Pruritus', 'Chest Pain', 'Dizziness', 'Apnea']",2010-06
NE,16,0.7026331476863595,"['Asthenia', 'Apnea']",2010-06
NH,3,0.6752407176686017,"['Hirsutism', 'Delirium', 'Hyperventilation', 'Pallor', 'Dysphonia']",2010-06
NJ,15,0.6821778550150415,"['Phantom Limb', 'Unconsciousness', 'Quadriplegia', 'Amaurosis Fugax', 'Persistent Vegetative State']",2010-06
NM,16,0.7127097705875546,"['Lethargy', 'Chorea', 'Obesity', 'Bulimia', 'Neck Pain']",2010-06
NV,1,0.688656358415609,"['Metatarsalgia', 'Abdominal Pain']",2010-06
NY,17,0.6221508038322558,"['Hearing Disorders', 'Unconsciousness', 'Renal Colic']",2010-06
OH,1,0.6739331096625585,"['Fatigue', 'Phantom Limb', 'Confusion']",2010-06
OK,16,0.6975878204504161,"['Neuralgia', 'Amnesia', 'Dystonia', 'Scotoma', 'Hemoptysis']",2010-06
OR,1,0.7704549024636985,"['Intermittent Claudication', 'Paresthesia', 'Bulimia']",2010-06
PA,9,0.6969470361946242,"['Hirsutism', 'Hypocapnia', 'Jaundice', 'Angina Pectoris', 'Halitosis']",2010-06
RI,6,0.6781012217533183,"['Constipation', 'Polyuria', 'Pruritus', 'Colic']",2010-06
SC,12,0.6515773342804292,"['Sciatica', 'Stupor']",2010-06
SD,10,0.5572147386479922,"['Dizziness', 'Edema', 'Tinnitus', 'Dyspnea']",2010-06
TN,18,0.6573694201829573,"['Alien Hand Syndrome', 'Motion Sickness', 'Paraplegia']",2010-06
TX,1,0.6587196295560326,"['Flushing', 'Paraplegia', 'Pruritus', 'Facial Pain', 'Agraphia']",2010-06
UT,10,0.7182115834874554,"['Abdominal Pain', 'Aphasia', 'Tetany']",2010-06
VA,15,0.6188059736315853,"['Labor Pain', 'Paresis', 'Cyanosis']",2010-06
VT,10,0.659970200940016,"['Torticollis', 'Syncope', 'Fatigue', 'Ecchymosis']",2010-06
WA,1,0.6585293402952666,"['Mouth Breathing', 'Echolalia', 'Hyperalgesia', 'Stuttering', 'Fatigue']",2010-06
WI,21,0.6026953371465621,"['Metatarsalgia', 'Hemiplegia', 'Alien Hand Syndrome']",2010-06
WV,8,0.6506002704658448,"['Hirsutism', 'Paraplegia', 'Jaundice', 'Angina Pectoris', 'Feminization', 'Muscle Weakness', 'Sleep Deprivation', 'Anorexia']",2010-06
WY,3,0.7217656720023493,"['Vertigo', 'Dyspnea', 'Coma']",2010-06
AK,4,0.6873275943175808,"['Pain', 'Paresthesia', 'Aphasia', 'Fever']",2010-07
AL,3,0.7518282215762672,"['Hypocapnia', 'Tetany']",2010-07
AR,6,0.6559659911372827,"['Obesity', 'Ecchymosis', 'Anorexia', 'Quadriplegia']",2010-07
AZ,14,0.7128084772610407,"['Apnea', 'Dyspnea', 'Hyperalgesia']",2010-07
CA,17,0.7592189966098046,"['Tremor', 'Muscle Spasticity']",2010-07
CO,11,0.605703911752536,"['Hydrops Fetalis', 'Orthostatic Intolerance', 'Shoulder Pain', 'Earache', 'Torticollis', 'Flank Pain', 'Muscle Weakness']",2010-07
CT,5,0.6263573103136785,"['Motion Sickness', 'Orthostatic Intolerance', 'Neuralgia']",2010-07
DC,1,0.7167264803520049,"['Dysphonia', 'Renal Colic']",2010-07
DE,11,0.6796785215970664,"['Abdominal Pain', 'Chest Pain', 'Purpura']",2010-07
FL,4,0.8126542911110428,"['Anomia', 'Reticulocytosis']",2010-07
GA,16,0.7082386374260059,"['Hyperacusis', 'Learning Disorders', 'Halitosis']",2010-07
HI,16,0.6686319423863437,"['Apnea', 'Coma']",2010-07
IA,16,0.6628699352384565,"['Motion Sickness', 'Shoulder Pain']",2010-07
ID,17,0.7132084797729517,"['Torticollis', 'Neuralgia']",2010-07
IL,22,0.6470287914642776,"['Livedo Reticularis', 'Muscle Cramp', 'Myotonia', 'Pruritus']",2010-07
IN,1,0.6662555117262569,"['Shoulder Pain', 'Pseudophakia', 'Miosis']",2010-07
KS,5,0.6970714278016705,"['Torticollis', 'Muscle Cramp']",2010-07
KY,15,0.857617579548684,"['Fasciculation', 'Hypoventilation']",2010-07
LA,9,0.8240122678486842,"['Deafness', 'Quadriplegia']",2010-07
MA,10,0.6885114849863779,"['Dysmenorrhea', 'Dysuria', 'Tics', 'Korsakoff Syndrome']",2010-07
MD,14,0.6925717539944065,"['Hoarseness', 'Arthralgia']",2010-07
ME,4,0.7018427490057149,"['Trismus', 'Hirsutism', 'Flatulence']",2010-07
MI,21,0.6102086955120587,"['Nocturia', 'Sarcopenia', 'Hemianopsia']",2010-07
MN,18,0.670090573796409,"['Mouth Breathing', 'Myoclonus', 'Bulimia', 'Korsakoff Syndrome', 'Anorexia', 'Oliguria']",2010-07
MO,16,0.6804899864830224,"['Feminization', 'Hemiplegia', 'Hypoventilation']",2010-07
MS,1,0.6729710501147047,"['Jaundice', 'Confusion']",2010-07
MT,8,0.8035445812402913,"['Overweight', 'Chest Pain']",2010-07
NC,13,0.7339198491565032,"['Hallucinations', 'Spasm', 'Dysgeusia']",2010-07
ND,5,0.6633091061810693,"['Illusions', 'Headache', 'Obesity', 'Blindness']",2010-07
NE,2,0.7433782249972433,"['Hemiplegia', 'Amnesia']",2010-07
NH,2,0.7191572539171007,"['Hyperemesis Gravidarum', 'Sneezing']",2010-07
NJ,13,0.7050692691984297,"['Phantom Limb', 'Unconsciousness', 'Quadriplegia', 'Amaurosis Fugax', 'Persistent Vegetative State']",2010-07
NM,7,0.7908808810944703,"['Delirium', 'Sciatica']",2010-07
NV,16,0.7314564851894408,"['Miosis', 'Nocturia', 'Muscle Cramp', 'Tinea Pedis']",2010-07
NY,19,0.6538779443723598,"['Lethargy', 'Low Back Pain', 'Presbycusis', 'Cyanosis']",2010-07
OH,21,0.8102690596074309,"['Acute Coronary Syndrome', 'Gagging']",2010-07
OK,13,0.6870619940806296,"['Neuralgia', 'Amnesia', 'Dystonia', 'Scotoma', 'Hemoptysis', 'Fever']",2010-07
OR,11,0.6501706163976743,"['Encopresis', 'Hypoventilation', 'Amblyopia', 'Diarrhea']",2010-07
PA,15,0.7841960212807023,"['Intermittent Claudication', 'Stuttering']",2010-07
RI,1,0.8393953758866871,"['Pallor', 'Chorea']",2010-07
SC,2,0.6757589284133071,"['Sciatica', 'Stupor']",2010-07
SD,3,0.6233908789752671,"['Dyslexia', 'Constipation']",2010-07
TN,9,0.6898544085403291,"['Lethargy', 'Dysuria', 'Flank Pain']",2010-07
TX,15,0.7832809359757901,"['Neuralgia', 'Facial Paralysis']",2010-07
UT,16,0.7292042863275534,"['Abdominal Pain', 'Tetany']",2010-07
VA,20,0.6955385795076122,"['Ophthalmoplegia', 'Scotoma']",2010-07
VT,2,0.6078523099140228,"['Snoring', 'Pruritus', 'Stuttering', 'Delirium', 'Hot Flashes', 'Overweight']",2010-07
WA,8,0.5823315315988519,"['Heartburn', 'Dysuria', 'Anomia', 'Back Pain', 'Spasm']",2010-07
WI,5,0.690247533343435,"['Metatarsalgia', 'Hallucinations', 'Sneezing']",2010-07
WV,8,0.6338127337723638,"['Encopresis', 'Tinea Pedis', 'Hearing Loss', 'Anoxia', 'Constipation']",2010-07
WY,13,0.785743769872118,"['Hypothermia', 'Delirium', 'Hyperemesis Gravidarum']",2010-07
AK,10,0.6776009183069506,"['Sneezing', 'Coma', 'Diarrhea']",2010-08
AL,13,0.5800178926155125,"['Dysmenorrhea', 'Hemoglobinuria', 'Edema']",2010-08
AR,2,0.6747131383157605,"['Back Pain', 'Dysmenorrhea', 'Arthralgia', 'Colic', 'Diarrhea']",2010-08
AZ,1,0.5805193735518898,"['Deafness', 'Hirsutism', 'Encopresis', 'Snoring', 'Tinea Pedis', 'Athetosis', 'Oliguria']",2010-08
CA,6,0.6683313093397487,"['Synkinesis', 'Spasm', 'Constipation']",2010-08
CO,12,0.639546442566777,"['Coma', 'Headache', 'Anoxia', 'Labor Pain', 'Spasm']",2010-08
CT,3,0.6558551309403292,"['Echolalia', 'Paresthesia', 'Muscle Cramp', 'Constipation']",2010-08
DC,18,0.7496940868213845,"['Tinnitus', 'Flank Pain', 'Proteinuria']",2010-08
DE,15,0.7102078464120897,"['Confusion', 'Morning Sickness']",2010-08
FL,4,0.6637698614032659,"['Hyperesthesia', 'Hemianopsia', 'Oliguria']",2010-08
GA,1,0.6519389865524831,"['Eye Hemorrhage', 'Quadriplegia']",2010-08
HI,12,0.5855370237571946,"['Apnea', 'Coma']",2010-08
IA,16,0.6469538460219064,"['Hyperesthesia', 'Hallucinations', 'Dyslexia', 'Hoarseness', 'Sarcopenia', 'Tetany', 'Fatigue', 'Sleep Deprivation', 'Bulimia']",2010-08
ID,16,0.6304566502197009,"['Tinnitus', 'Stuttering']",2010-08
IL,18,0.6486278625190564,"['Livedo Reticularis', 'Muscle Cramp', 'Myotonia', 'Pruritus']",2010-08
IN,7,0.6695500774171934,"['Low Back Pain', 'Orthostatic Intolerance']",2010-08
KS,4,0.7340896482792064,"['Trismus', 'Hirsutism', 'Polyuria']",2010-08
KY,4,0.6345654391258168,"['Sciatica', 'Hearing Loss', 'Communication Disorders', 'Hot Flashes']",2010-08
LA,9,0.6706298126318955,"['Metatarsalgia', 'Orthostatic Intolerance', 'Motion Sickness']",2010-08
MA,21,0.6742030722688305,"['Hyperalgesia', 'Quadriplegia']",2010-08
MD,16,0.7040467458260051,"['Albuminuria', 'Hematemesis']",2010-08
ME,5,0.6590208717371339,"['Sleep Deprivation', 'Amblyopia']",2010-08
MI,18,0.6440896683977423,"['Horner Syndrome', 'Arthralgia', 'Amblyopia', 'Fasciculation']",2010-08
MN,21,0.6639496457943749,"['Paresis', 'Dyspepsia']",2010-08
MO,20,0.6392266920588726,"['Acute Coronary Syndrome', 'Cachexia', 'Constipation']",2010-08
MS,14,0.7242010986613763,"['Pain', 'Dizziness']",2010-08
MT,6,0.7846260171493282,"['Overweight', 'Chest Pain']",2010-08
NC,22,0.6288469323768926,"['Headache', 'Dysmenorrhea', 'Asthenia', 'Birth Weight']",2010-08
ND,6,0.8620532765387859,"['Vertigo', 'Tinnitus']",2010-08
NE,21,0.7134490177028867,"['Constipation', 'Proteinuria']",2010-08
NH,3,0.599851834804483,"['Weight Loss', 'Snoring', 'Dysmenorrhea', 'Tetany', 'Dizziness', 'Tinnitus']",2010-08
NJ,23,0.7434245147973991,"['Motion Sickness', 'Tics']",2010-08
NM,20,0.7144480651164754,"['Delirium', 'Sciatica', 'Nausea']",2010-08
NV,14,0.6176020479495441,"['Hemianopsia', 'Morning Sickness']",2010-08
NY,21,0.6308388719513741,"['Mouth Breathing', 'Dyskinesias', 'Intermittent Claudication', 'Mental Fatigue']",2010-08
OH,14,0.6662201964888185,"['Anomia', 'Muscular Atrophy', 'Trismus', 'Dysgeusia', 'Diplopia']",2010-08
OK,13,0.5882067898039166,"['Lethargy', 'Confusion', 'Edema', 'Birth Weight']",2010-08
OR,3,0.5956573158112166,"['Paraplegia', 'Nocturia', 'Anorexia', 'Anoxia', 'Hyperemesis Gravidarum', 'Muscle Weakness']",2010-08
PA,19,0.6900106991647281,"['Horner Syndrome', 'Sleep Disorders', 'Athetosis', 'Pallor', 'Apnea']",2010-08
RI,18,0.6359802905106124,"['Hot Flashes', 'Tics']",2010-08
SC,16,0.6699320702144412,"['Sciatica', 'Stupor']",2010-08
SD,9,0.6487590574828044,"['Pelvic Pain', 'Dysmenorrhea']",2010-08
TN,20,0.6814528921327467,"['Bulimia', 'Pseudophakia']",2010-08
TX,22,0.6736219159097342,"['Asthenia', 'Pseudobulbar Palsy', 'Morning Sickness']",2010-08
UT,8,0.7360885291131074,"['Trismus', 'Pain']",2010-08
VA,17,0.7017533666483239,"['Catatonia', 'Cerebellar Ataxia', 'Catalepsy']",2010-08
VT,8,0.710094662730415,"['Cachexia', 'Hypoventilation']",2010-08
WA,1,0.6972731243126522,"['Aphonia', 'Apnea', 'Tinea Pedis', 'Cyanosis']",2010-08
